;Agnadello, Marconi, 6;Annicco, Giuseppe Garibaldi, 6;Bagnolo Cremasco, Roma, 3;Bonemerse, Roma, 25;Camisano, Trieste, 57;Capergnanica, XI febbraio, 7;Capralba, Piave, 2;Casalbuttano ed Uniti, Jacini, 23;Casale Cremasco-Vidolasco, Roma, 56;Casalmaggiore, Guglielmo Marconi, 8;Casalpusterlengo, Pusterla 7;Castelleone, Roma, 67;Castelverde, Ubaldo Ferrari, 15;Cingia de' Botti, Giuseppina, 79;Crema, Civerchi, 9;Crema, Dante Alighieri, 49;Cremona, Ugolani Dati, 4;Dovera, Oldrini 2;Fiesco, Giuseppe Parini, 10;Gadesco-Pieve Delmona, Giovanni Lonati 9;Grontardo, Roma, 16;Grumello Cremonese ed Uniti, Roma, 2;Gussola, Comaschi, 1;Isola Dovarese, Giacomo Matteotti, 1;Izano, Gerardo da Izano, 4/C;Madignano, Portici, 4;Martignana di Po, Libertà, 64;Monte Cremasco, Roma, 12;Montodine,  XXV Aprile, 10;Offanengo, Clavelli Martini, 5;Ostiano, Mazzini, 1;Paderno Ponchielli, Municipio, 3;Palazzo Pignano, Marco Polo, 31;Pandino, Castello, 15;Persico Dosimo, Albert ,7;Pescarolo ed Uniti, Giuseppe Mazzini, 73;Piadena, Platina, 40;Pianengo, Nenni;Pizzighettone, Giuseppe Garibaldi, 18;Manerbio, INSURREZIONE NAZIONALE;Viadana, A. Manzoni, 2;Ricengo, Guglielmo Marconi;Ripalta Cremasca, Roma, 5;Rivarolo del Re ed Uniti, Giovanni XXIII, 5;Rivolta d'Adda, Stefano Renzi, 5;Romanengo, Guaiarini, 14;San Bassano, Mons. Frosi;San Giovanni in Croce, Feudatari, 25 A;Scandolara Ravara, Italia;Sergnano, IV Novembre,  10;Sesto ed Uniti, Roma, 4;Solarolo Rainerio, Giuseppina, 81;Soncino, Dante Alighieri, 23;Soresina, Giacomo Matteotti, 6;Sospiro, Tosi;Spino d'Adda, Circonvallazione, 13;Trescore Cremasco, Vittorio Veneto, 1;Trigolo, Roma, 26;Vaiano Cremasco,  Gloriosi Caduti, 3;Vailate, Dante Alighieri, 7;Vescovato, Roma, 44;Cremona, Felice Cavallotti, 2;Cremona, Palosca n. 2;Casaletto Vaprio, Maggiore, 7;Cremona, Sesto 39
Agnadello, Marconi, 6;2289.0;15.0;91.0;16.0;12.0;56.0;54.0;0.0;6.0;45.0;0.0;160.0;20.0;42.0;1193.5;0;5.0;63.0;55.0;15.0;24.0;9.0;36.0;78.0;6.0;75.0;18.0;224.0;42.0;480.0;5.0;0.0;75.0;276.0;85.0;55.0;85.0;104.0;40.5;910.0;0.0;63.0;93.0;0.0;120.0;30.0;0.0;95.0;0.0;30.0;0.0;80.0;128.0;216.0;96.0;78.0;63.0;9.0;14.0;4.0;35.0;12.0;5.0;7.0;66.0
Annicco, Giuseppe Garibaldi, 6;12.0;49.0;2.0;18.0;5.0;0.0;15.0;0.0;0.0;7.0;0.0;18.0;0.0;0.0;56.0;0;0.0;2.0;14.0;0.0;1.0;0.0;6.0;2.0;0.0;28.0;1.0;6.0;10.0;28.0;0.0;7.0;0.0;13.5;7.0;3.5;7.0;12.0;3.0;17.5;0.0;10.0;20.0;0.0;4.5;0.0;0.0;7.0;0.0;5.0;0.0;3.5;12.0;36.0;0.0;4.5;2.0;0.0;6.0;0.0;3.5;0.0;0.0;0.0;2.0
Bagnolo Cremasco, Roma, 3;560.0;90.0;1134.0;120.0;30.0;308.0;171.0;75.0;12.0;165.0;0.0;436.0;75.0;186.0;4889.5;0;95.0;252.0;135.0;25.0;48.0;33.0;128.0;192.0;48.0;585.0;30.0;763.0;165.0;1450.0;15.0;5.0;95.0;1068.0;300.0;445.0;360.0;312.0;153.0;2870.0;0.0;150.0;216.0;44.0;1188.0;115.0;5.0;250.0;0.0;138.0;3.0;140.0;564.0;608.0;308.0;642.0;133.0;60.0;252.0;0.0;145.0;40.0;10.0;7.0;222.0
Bonemerse, Roma, 25;12.0;1.0;6.0;56.0;0.0;9.0;6.0;0.0;0.0;4.5;0.0;14.0;2.0;8.0;185.6;0;4.5;9.0;1.0;0.0;2.0;0.0;49.0;10.0;0.0;5.0;0.0;12.0;36.0;54.0;0.0;0.0;7.0;46.0;40.5;40.5;31.5;14.0;24.0;202.5;0.0;18.0;30.0;7.0;12.0;1.0;0.0;22.5;0.0;30.0;6.0;9.0;52.5;45.5;112.0;14.0;15.0;12.0;3.0;0.0;13.5;0.0;1.0;0.0;14.0
Camisano, Trieste, 57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;17.5;0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;3.0;2.0;0.0;4.0;7.0;10.0;0.0;0.0;0.0;6.0;2.0;2.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;18.0;4.5;2.0;0.0;4.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
Capergnanica, XI febbraio, 7;84.0;20.0;56.0;12.0;6.0;91.0;18.0;25.0;3.0;35.0;0.0;72.0;15.0;36.0;693.0;0;10.0;49.0;45.0;10.0;18.0;9.0;32.0;42.0;6.0;85.0;6.0;238.0;33.0;220.0;0.0;0.0;10.0;264.0;75.0;60.0;25.0;56.0;18.0;240.0;0.0;21.0;45.0;12.0;102.0;45.0;0.0;20.0;0.0;24.0;3.0;15.0;100.0;128.0;60.0;48.0;49.0;9.0;56.0;0.0;25.0;4.0;0.0;0.0;30.0
Capralba, Piave, 2;76.0;6.0;72.0;9.0;0.0;76.0;203.0;4.0;0.0;28.0;0.0;198.0;4.0;48.0;895.0;0;18.0;96.0;16.0;8.0;15.0;14.0;7.0;72.0;3.0;144.0;3.0;152.0;371.0;240.0;4.0;0.0;12.0;186.0;40.0;78.0;20.0;22.0;70.0;254.0;0.0;210.0;266.0;6.0;54.0;24.0;0.0;36.0;0.0;98.0;0.0;48.0;283.5;256.5;22.0;84.0;40.0;35.0;72.0;0.0;48.0;3.0;0.0;0.0;69.0
Casalbuttano ed Uniti, Jacini, 23;12.0;14.0;12.0;12.0;5.0;6.0;5.0;70.0;5.0;3.5;0.0;18.0;7.0;1.0;196.0;0;3.5;4.0;14.0;3.5;0.0;0.0;24.0;1.0;0.0;28.0;1.0;22.0;20.0;49.0;0.0;0.0;14.0;45.0;0.0;21.0;10.5;12.0;6.0;59.5;0.0;25.0;25.0;0.0;27.0;14.0;0.0;24.5;0.0;10.0;10.0;7.0;42.0;66.0;6.0;13.5;2.0;5.0;6.0;0.0;7.0;12.0;0.0;0.0;2.0
Casale Cremasco-Vidolasco, Roma, 56;12.0;0.0;12.0;1.0;0.0;12.0;0.0;0.0;7.0;0.0;0.0;9.0;0.0;0.0;65.0;0;0.0;4.0;2.0;0.0;3.0;0.0;0.0;3.0;0.0;2.0;3.0;20.0;7.0;16.0;2.0;0.0;2.0;6.0;10.0;6.0;0.0;1.0;0.0;32.0;0.0;21.0;7.0;0.0;6.0;2.0;0.0;6.0;0.0;7.0;0.0;0.0;31.5;27.0;1.0;3.0;4.0;14.0;4.0;0.0;4.0;0.0;0.0;0.0;6.0
Casalmaggiore, Guglielmo Marconi, 8;114.0;14.0;98.0;216.0;10.0;56.0;220.0;105.0;5.0;2054.0;0.0;357.0;45.5;193.5;5264.0;0;20.8;74.0;91.0;46.8;54.0;80.0;168.0;216.0;9.0;364.0;63.0;172.0;270.0;1383.2;20.8;0.0;73.5;434.0;514.8;275.6;426.4;390.0;196.8;6359.6;0.0;290.0;325.0;66.0;299.6;108.5;0.0;754.0;0.0;240.0;60.0;301.6;919.8;760.2;600.0;198.8;92.0;60.0;48.0;0.0;275.6;108.0;7.0;0.0;481.5
Casalpusterlengo, Pusterla 7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Castelleone, Roma, 67;357.0;67.5;282.0;168.0;90.0;165.0;438.0;373.5;66.0;277.2;0.0;1549.6;49.5;126.0;5062.4;0;5.6;255.0;274.5;36.4;24.0;96.0;189.0;146.0;22.0;1044.0;32.0;582.0;720.0;1288.0;8.4;36.0;400.5;1185.6;350.0;330.4;336.0;444.5;264.0;2419.2;0.0;702.0;876.0;38.5;551.0;184.5;0.0;243.6;0.0;522.0;12.0;182.0;1502.8;1565.2;574.0;471.2;258.0;258.0;174.0;3.5;159.6;56.0;36.0;18.0;260.0
Castelverde, Ubaldo Ferrari, 15;10.0;0.0;10.0;36.0;0.0;2.0;10.0;7.0;0.0;45.5;0.0;72.0;49.0;2.0;468.0;0;3.5;10.0;14.0;0.0;1.0;5.0;12.0;10.0;0.0;35.0;1.0;6.0;10.0;59.5;3.5;0.0;35.0;49.5;28.0;14.0;28.0;42.0;15.0;437.5;0.0;25.0;10.0;0.0;36.0;7.0;0.0;24.5;0.0;35.0;20.0;3.5;150.0;114.0;48.0;31.5;4.0;5.0;6.0;0.0;31.5;12.0;14.0;0.0;7.0
Cingia de' Botti, Giuseppina, 79;9.0;0.0;10.0;25.0;8.0;8.0;40.0;6.0;0.0;42.0;0.0;100.0;12.0;10052.0;705.6;0;6.0;12.0;24.0;6.0;35.0;12.0;30.0;49.0;0.0;102.0;14.0;20.0;36.0;342.0;6.0;0.0;30.0;87.5;114.0;54.0;36.0;55.0;11.0;732.0;0.0;20.0;60.0;0.0;42.0;24.0;0.0;96.0;0.0;28.0;4.0;150.0;155.0;135.0;90.0;45.5;9.0;16.0;7.0;5.0;54.0;0.0;0.0;1.0;70.0
Crema, Civerchi, 9;502.4;168.0;377.6;253.0;76.5;259.2;405.0;187.2;31.5;489.6;0.0;993.6;52.8;200.0;6234.8;0;14.4;297.6;340.8;115.2;56.0;54.0;220.0;292.0;40.0;1252.8;44.0;572.8;360.0;2836.8;14.4;105.6;489.6;1140.0;528.0;523.2;576.0;880.0;268.8;12192.0;0.0;540.0;828.0;66.0;996.0;244.8;0.0;475.2;0.0;459.0;22.5;283.2;1702.0;1522.6;984.5;588.0;400.0;238.5;144.0;16.5;398.4;93.5;14.4;19.2;748.0
Crema, Dante Alighieri, 49;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
Cremona, Ugolani Dati, 4;2.0;0.0;4.0;6.0;0.0;118.0;20.0;3.5;0.0;10.4;0.0;25.2;0.0;27.0;20.0;0;5.2;0.0;0.0;0.0;4.5;5.0;12.0;9.0;0.0;3.5;0.0;4.0;15.0;41.6;0.0;0.0;0.0;22.4;5.2;46.8;5.2;6.0;4.8;36.4;0.0;15.0;10.0;0.0;2.8;7.0;0.0;20.8;0.0;5.0;0.0;10.4;4.2;12.6;6.0;2.8;0.0;0.0;0.0;6.0;213.2;6.0;0.0;0.0;9.0
Dovera, Oldrini 2;133.0;5.0;84.0;36.0;6.0;56.0;39.0;15.0;3.0;65.0;0.0;92.0;5.0;60.0;1358.5;0;25.0;210.0;20.0;5.0;0.0;6.0;12.0;78.0;6.0;130.0;0.0;133.0;51.0;420.0;0.0;0.0;25.0;300.0;75.0;70.0;65.0;72.0;40.5;930.0;0.0;51.0;81.0;0.0;96.0;20.0;0.0;55.0;0.0;39.0;3.0;50.0;160.0;92.0;56.0;78.0;84.0;12.0;77.0;0.0;65.0;8.0;5.0;7.0;120.0
Fiesco, Giuseppe Parini, 10;14.0;14.0;10.0;18.0;10.0;16.0;40.0;21.0;0.0;14.0;0.0;84.0;0.0;3.0;424.0;0;10.5;14.0;91.0;7.0;1.0;5.0;36.0;7.0;2.0;49.0;2.0;24.0;15.0;150.5;3.5;0.0;28.0;126.0;35.0;24.5;21.0;54.0;18.0;220.5;0.0;55.0;30.0;6.0;54.0;28.0;0.0;17.5;0.0;0.0;0.0;10.5;144.0;198.0;72.0;40.5;14.0;25.0;16.0;0.0;35.0;18.0;0.0;0.0;5.0
Gadesco-Pieve Delmona, Giovanni Lonati 9;54.0;10.5;58.0;144.0;25.0;22.0;70.0;42.0;0.0;78.0;0.0;155.4;14.0;90.0;1812.0;0;26.0;36.0;24.5;572.0;13.5;5.0;54.0;85.5;0.0;210.0;40.5;108.0;115.0;608.4;5.2;3.5;31.5;173.6;145.6;130.0;150.8;138.0;134.4;2080.0;0.0;150.0;150.0;6.0;106.4;59.5;0.0;208.0;0.0;110.0;20.0;67.6;243.6;327.6;192.0;103.6;102.0;45.0;20.0;0.0;78.0;24.0;7.0;6.0;175.5
Grontardo, Roma, 16;15.0;0.0;5.0;25.0;8.0;4.0;36.0;18.0;0.0;48.0;0.0;85.0;12.0;56.0;652.8;0;6.0;7.0;0.0;18.0;84.0;4.0;25.0;77.0;0.0;150.0;42.0;16.0;60.0;342.0;0.0;6.0;12.0;112.0;60.0;108.0;54.0;55.0;33.0;528.0;0.0;48.0;84.0;5.0;52.5;24.0;0.0;108.0;0.0;4.0;4.0;36.0;175.0;170.0;100.0;49.0;6.0;24.0;6.0;0.0;30.0;5.0;6.0;0.0;56.0
Grumello Cremonese ed Uniti, Roma, 2;20.0;4.0;0.0;6.0;0.0;8.0;35.0;0.0;0.0;4.0;0.0;36.0;2.0;15.0;80.0;0;8.0;8.0;2.0;2.0;0.0;77.0;0.0;6.0;6.0;20.0;0.0;0.0;28.0;30.0;0.0;4.0;0.0;27.0;14.0;16.0;2.0;1.0;5.0;84.0;0.0;14.0;42.0;0.0;0.0;4.0;0.0;8.0;0.0;28.0;63.0;6.0;13.5;36.0;4.0;6.0;0.0;21.0;4.0;0.0;4.0;0.0;2.0;0.0;6.0
Gussola, Comaschi, 1;36.0;2.0;27.0;56.0;12.0;9.0;54.0;2.0;6.0;45.0;0.0;42.0;0.0;32.0;403.2;0;4.5;21.0;3.0;0.0;2.0;6.0;182.0;8.0;2.0;15.0;22.0;48.0;48.0;279.0;0.0;0.0;7.0;50.0;54.0;40.5;49.5;49.0;20.0;360.0;0.0;96.0;72.0;7.0;18.0;2.0;0.0;81.0;0.0;30.0;0.0;31.5;84.0;49.0;63.0;18.0;18.0;18.0;33.0;0.0;40.5;14.0;0.0;0.0;22.0
Isola Dovarese, Giacomo Matteotti, 1;6.0;0.0;4.0;35.0;12.0;5.0;12.0;12.0;0.0;42.0;0.0;35.0;0.0;56.0;561.6;0;6.0;3.0;18.0;0.0;14.0;8.0;0.0;14.0;14.0;42.0;7.0;12.0;28.0;150.0;6.0;0.0;6.0;59.5;48.0;42.0;42.0;25.0;22.0;450.0;0.0;24.0;48.0;5.0;38.5;0.0;0.0;90.0;0.0;12.0;8.0;36.0;165.0;135.0;45.0;31.5;9.0;4.0;4.0;0.0;24.0;10.0;6.0;0.0;28.0
Izano, Gerardo da Izano, 4/C;4.0;0.0;2.0;0.0;0.0;0.0;16.0;6.0;0.0;18.0;0.0;40.0;6.0;0.0;206.4;0;6.0;6.0;12.0;0.0;7.0;4.0;5.0;14.0;14.0;48.0;14.0;10.0;28.0;84.0;0.0;0.0;0.0;45.5;18.0;36.0;30.0;15.0;5.5;270.0;0.0;20.0;16.0;5.0;10.5;0.0;0.0;6.0;0.0;8.0;0.0;12.0;45.0;45.0;30.0;7.0;4.0;0.0;2.0;0.0;30.0;0.0;0.0;1.0;21.0
Madignano, Portici, 4;52.0;7.0;28.0;78.0;10.0;28.0;70.0;21.0;20.0;73.5;0.0;174.0;0.0;10.0;1220.0;0;3.5;34.0;154.0;17.5;2.0;20.0;54.0;11.0;5.0;406.0;4.0;106.0;75.0;308.0;3.5;0.0;49.0;229.5;49.0;91.0;73.5;138.0;21.0;990.5;0.0;80.0;155.0;6.0;130.5;28.0;0.0;77.0;0.0;75.0;10.0;59.5;276.0;252.0;108.0;76.5;16.0;20.0;24.0;0.0;45.5;6.0;0.0;0.0;22.0
Martignana di Po, Libertà, 64;15.0;12.0;9.0;35.0;16.0;10.0;60.0;0.0;4.0;84.0;0.0;115.0;12.0;84.0;1041.6;0;12.0;11.0;6.0;42.0;28.0;4.0;15.0;56.0;0.0;192.0;119.0;16.0;72.0;354.0;12.0;0.0;30.0;112.0;90.0;96.0;66.0;55.0;38.5;1074.0;0.0;44.0;100.0;5.0;42.0;60.0;0.0;132.0;0.0;16.0;8.0;36.0;155.0;125.0;90.0;52.5;12.0;0.0;4.0;0.0;54.0;5.0;0.0;1.0;126.0
Monte Cremasco, Roma, 12;70.0;0.0;56.0;4.0;0.0;35.0;30.0;10.0;0.0;25.0;0.0;68.0;20.0;30.0;753.5;0;10.0;28.0;5.0;5.0;24.0;6.0;4.0;24.0;12.0;65.0;0.0;259.0;27.0;240.0;0.0;5.0;50.0;186.0;40.0;25.0;25.0;44.0;13.5;280.0;0.0;36.0;15.0;8.0;54.0;10.0;0.0;35.0;0.0;15.0;0.0;15.0;60.0;108.0;24.0;60.0;63.0;0.0;49.0;0.0;25.0;0.0;0.0;0.0;48.0
Montodine,  XXV Aprile, 10;24.0;2.0;16.0;2.0;0.0;8.0;14.0;6.0;0.0;4.0;0.0;18.0;2.0;21.0;155.0;0;6.0;20.0;6.0;0.0;0.0;14.0;1.0;3.0;3.0;10.0;3.0;32.0;168.0;38.0;0.0;0.0;4.0;30.0;6.0;8.0;4.0;3.0;10.0;118.0;0.0;7.0;91.0;0.0;18.0;6.0;0.0;2.0;0.0;21.0;0.0;2.0;45.0;58.5;11.0;9.0;8.0;7.0;8.0;0.0;10.0;0.0;0.0;0.0;12.0
