;Agnadello, Marconi, 6;Annicco, Giuseppe Garibaldi, 6;Bagnolo Cremasco, Roma, 3;Bonemerse, Roma, 25;Camisano, Trieste, 57;Capergnanica, XI febbraio, 7;Capralba, Piave, 2;Casalbuttano ed Uniti, Jacini, 23;Casale Cremasco-Vidolasco, Roma, 56;Casalmaggiore, Guglielmo Marconi, 8;Casalpusterlengo, Pusterla 7;Castelleone, Roma, 67;Castelverde, Ubaldo Ferrari, 15;Cingia de' Botti, Giuseppina, 79;Crema, Civerchi, 9;Cremona, Ugolani Dati, 4;Dovera, Oldrini 2;Fiesco, Giuseppe Parini, 10;Gadesco-Pieve Delmona, Giovanni Lonati 9;Grontardo, Roma, 16;Grumello Cremonese ed Uniti, Roma, 2;Gussola, Comaschi, 1;Isola Dovarese, Giacomo Matteotti, 1;Izano, Gerardo da Izano, 4/C;Madignano, Portici, 4;Martignana di Po, Libertà, 64;Monte Cremasco, Roma, 12;Montodine,  XXV Aprile, 10;Offanengo, Clavelli Martini, 5;Ostiano, Mazzini, 1;Paderno Ponchielli, Municipio, 3;Palazzo Pignano, Marco Polo, 31;Pandino, Castello, 15;Persico Dosimo, Albert ,7;Pescarolo ed Uniti, Giuseppe Mazzini, 73;Piadena, Platina, 40;Pianengo, Nenni;Pizzighettone, Giuseppe Garibaldi, 18;Manerbio, INSURREZIONE NAZIONALE;Viadana, A. Manzoni, 2;Ricengo, Guglielmo Marconi;Ripalta Cremasca, Roma, 5;Rivarolo del Re ed Uniti, Giovanni XXIII, 5;Rivolta d'Adda, Stefano Renzi, 5;Romanengo, Guaiarini, 14;San Bassano, Mons. Frosi;San Giovanni in Croce, Feudatari, 25 A;Scandolara Ravara, Italia;Sergnano, IV Novembre,  10;Sesto ed Uniti, Roma, 4;Solarolo Rainerio, Giuseppina, 81;Soncino, Dante Alighieri, 23;Soresina, Giacomo Matteotti, 6;Sospiro, Tosi;Spino d'Adda, Circonvallazione, 13;Trescore Cremasco, Vittorio Veneto, 1;Trigolo, Roma, 26;Vaiano Cremasco,  Gloriosi Caduti, 3;Vailate, Dante Alighieri, 7;Vescovato, Roma, 44;Cremona, Felice Cavallotti, 2;Cremona, Palosca n. 2;Casaletto Vaprio, Maggiore, 7;Cremona, Sesto 39
Martignana di Po, Libertà, 64;2;0;2;0;1;2;2;0;0;6;0;2;1;0;27;2;2;0;0;0;0;0;0;0;4;0;0;3;6;0;0;0;5;0;3;4;1;1;28;0;1;3;0;3;4;0;6;0;0;0;0;5;5;4;3;0;0;1;0;1;0;0;0;3
Monte Cremasco, Roma, 12;3;0;1;0;0;1;3;0;0;1;0;3;0;0;16;1;1;1;0;0;1;0;0;0;1;0;0;1;4;0;0;0;5;0;0;0;0;0;5;0;1;0;0;2;0;0;1;0;0;0;0;4;1;1;0;0;0;0;0;1;0;0;0;0
Montodine,  XXV Aprile, 10;1;0;1;1;0;1;2;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;1;1;1;0;7;0;0;2;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1
Offanengo, Clavelli Martini, 5;22;1;13;5;3;16;23;2;0;14;0;24;0;9;148;6;7;7;0;0;0;0;7;0;28;0;7;23;0;2;0;3;39;5;19;4;19;9;87;0;24;15;0;18;9;0;17;0;4;0;3;45;26;26;15;4;7;15;0;11;1;0;0;8
Ostiano, Mazzini, 1;2;0;1;0;0;3;1;0;0;1;0;2;0;0;17;0;0;1;0;0;0;0;1;0;2;0;0;1;2;0;0;0;3;1;2;0;0;0;5;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1
Paderno Ponchielli, Municipio, 3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Palazzo Pignano, Marco Polo, 31;3;0;2;2;0;3;2;0;0;2;0;3;2;0;23;1;0;0;1;0;1;0;1;0;2;0;4;2;7;0;0;0;6;0;3;4;3;2;14;0;2;9;0;5;1;0;1;0;0;0;0;3;1;3;2;0;3;1;0;0;0;0;0;1
Pandino, Castello, 15;4;0;5;1;0;3;1;3;0;4;0;6;1;0;45;2;4;8;0;0;1;0;1;0;5;0;1;4;13;1;0;0;0;1;5;0;1;5;27;0;3;5;0;6;0;0;3;0;3;0;1;6;3;4;1;0;1;2;0;4;0;0;0;0
Persico Dosimo, Albert ,7;1;0;1;2;1;0;3;1;0;3;0;0;0;0;9;1;0;0;0;0;0;0;0;0;5;0;0;1;2;1;0;0;1;0;0;0;1;0;15;0;0;3;0;0;0;0;1;0;0;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0
Pescarolo ed Uniti, Giuseppe Mazzini, 73;8;0;2;1;0;4;9;1;0;1;0;5;0;2;50;2;2;1;0;0;0;0;2;0;3;0;1;4;13;0;0;0;12;0;0;2;3;1;20;0;9;4;0;3;1;0;3;0;1;0;0;7;6;5;1;0;2;2;0;0;1;0;0;0
Piadena, Platina, 40;8;0;2;1;0;5;5;5;0;7;0;4;0;0;95;7;3;7;1;0;1;0;5;0;9;2;2;3;16;1;0;0;12;2;6;0;10;5;80;0;8;4;0;14;4;0;9;0;2;0;1;23;14;15;5;1;2;1;0;4;1;1;0;7
Pianengo, Nenni;4;0;5;0;0;3;3;1;0;0;0;3;0;0;41;3;2;5;1;0;0;0;1;0;7;0;1;2;12;0;0;0;12;1;2;1;0;0;13;0;5;6;0;5;2;0;3;0;0;0;2;11;5;5;3;0;2;2;0;3;0;0;0;2
Pizzighettone, Giuseppe Garibaldi, 18;3;0;3;0;0;3;3;3;0;4;0;6;0;0;53;1;3;3;1;0;1;0;1;0;10;0;2;3;10;0;0;0;10;1;5;0;3;0;48;0;6;5;0;4;1;0;3;0;4;0;2;7;7;5;4;1;3;2;0;2;0;0;0;3
Manerbio, INSURREZIONE NAZIONALE;188;1;144;40;5;117;154;13;1;151;0;121;5;24;2346;71;71;79;8;0;28;16;51;10;227;1;42;86;424;10;0;8;211;46;134;38;65;47;0;0;117;170;0;301;61;0;97;0;51;6;63;374;250;162;104;57;44;45;0;78;7;4;1;108
Viadana, A. Manzoni, 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricengo, Guglielmo Marconi;5;0;3;0;0;0;5;1;0;1;0;5;0;0;17;1;2;4;0;0;0;0;1;0;11;0;0;2;3;0;0;0;4;0;1;1;1;2;19;0;0;4;0;5;0;0;2;0;3;0;1;4;3;0;1;0;0;0;0;0;0;0;0;0
Ripalta Cremasca, Roma, 5;2;0;1;0;0;0;1;0;0;2;0;0;0;0;18;1;0;0;0;0;0;1;0;0;2;0;0;0;5;0;0;0;4;0;0;0;0;1;9;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;1;0;0;0;0
Rivarolo del Re ed Uniti, Giovanni XXIII, 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rivolta d'Adda, Stefano Renzi, 5;32;1;23;3;1;18;30;6;0;17;0;19;2;5;252;7;10;4;4;0;4;1;12;1;32;1;5;19;63;5;0;3;42;6;10;4;17;10;180;0;18;20;0;0;19;0;5;0;10;0;3;76;49;30;20;2;3;12;0;9;2;1;0;23
Romanengo, Guaiarini, 14;7;1;0;0;0;0;1;0;0;0;0;1;0;0;21;4;1;0;0;0;0;0;4;1;5;0;3;0;8;0;0;0;8;0;1;1;2;0;12;0;1;2;0;7;0;0;1;0;2;0;0;4;9;10;4;0;0;2;0;0;0;0;0;2
San Bassano, Mons. Frosi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
San Giovanni in Croce, Feudatari, 25 A;4;0;6;1;0;3;7;0;0;1;0;8;0;3;55;1;3;2;0;0;0;0;3;0;9;0;1;6;12;1;0;0;15;2;6;0;2;2;25;0;7;8;0;7;7;0;0;0;1;0;1;16;5;6;7;1;3;1;0;3;0;0;0;1
Scandolara Ravara, Italia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sergnano, IV Novembre,  10;15;0;11;3;0;7;14;2;0;6;0;13;0;1;112;4;2;4;0;0;0;0;4;0;23;0;1;18;20;2;0;0;21;1;19;0;13;3;45;0;8;18;0;9;4;0;10;0;0;0;4;27;24;18;5;3;3;6;0;7;1;0;0;7
Sesto ed Uniti, Roma, 4;2;0;1;0;0;0;0;0;0;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;2;0;1;1;0;0;0;0;0;1;2;3;1;0;0;0;0;0;0;0;0;0;0
Solarolo Rainerio, Giuseppina, 81;4;0;3;4;1;2;12;0;0;3;0;3;0;4;58;2;4;0;0;0;0;0;0;0;6;0;1;12;11;0;0;0;14;3;4;2;4;1;15;0;2;8;0;6;7;0;7;0;2;0;0;9;4;2;1;0;2;2;0;3;0;0;0;1
Soncino, Dante Alighieri, 23;11;2;11;1;0;1;2;3;0;4;0;10;0;3;56;2;3;3;0;0;0;0;3;0;9;0;2;5;10;0;0;0;12;4;4;0;7;2;44;0;3;5;0;6;7;0;3;0;6;0;1;0;6;9;3;4;5;0;0;3;0;0;0;2
Soresina, Giacomo Matteotti, 6;16;0;8;0;0;1;5;2;0;3;0;7;1;1;38;6;3;12;0;0;0;0;2;0;10;0;0;1;17;0;0;0;7;0;4;1;4;3;25;0;0;9;1;8;0;0;2;0;1;0;2;16;0;5;10;0;2;1;0;2;2;0;0;2
Sospiro, Tosi;4;0;2;0;0;0;0;0;0;2;0;0;0;1;20;0;2;0;0;0;0;0;1;0;2;0;0;0;7;0;0;0;2;1;1;0;3;0;10;0;1;0;0;2;0;0;0;0;2;1;0;3;3;0;4;0;1;1;0;1;0;0;0;3
Spino d'Adda, Circonvallazione, 13;19;0;9;0;0;2;0;1;0;2;0;6;0;1;58;2;2;2;0;0;0;1;2;0;12;0;1;5;17;0;0;0;8;2;8;1;5;1;28;0;6;8;0;22;6;0;2;0;1;0;2;25;32;23;0;1;4;2;0;3;1;0;0;3
Trescore Cremasco, Vittorio Veneto, 1;1;0;4;0;0;1;3;1;0;1;0;3;0;0;21;1;0;0;0;0;0;0;0;1;7;0;1;1;9;0;0;0;4;1;0;1;3;0;30;0;0;12;0;6;0;0;2;0;1;0;1;4;3;2;0;0;1;1;0;1;0;0;0;2
Trigolo, Roma, 26;2;0;1;1;0;0;3;0;0;1;0;4;0;0;14;0;1;1;0;0;0;0;1;0;6;0;0;3;8;0;0;0;1;0;1;1;1;0;2;0;1;2;0;1;1;0;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0
Vaiano Cremasco,  Gloriosi Caduti, 3;1;0;1;2;0;2;2;0;0;1;0;4;0;1;13;0;1;0;0;0;0;1;0;0;1;0;0;1;4;0;0;0;3;0;0;0;2;0;12;0;2;0;0;1;0;0;1;0;0;0;1;3;0;2;1;0;0;0;0;2;0;0;0;1
Vailate, Dante Alighieri, 7;2;0;2;0;0;0;2;0;0;1;0;5;0;0;22;0;2;3;0;0;0;0;0;0;2;0;0;0;4;0;0;0;5;0;0;0;2;0;20;0;1;4;0;3;1;0;3;0;0;0;0;4;3;1;2;0;2;1;0;1;0;0;0;0
Vescovato, Roma, 44;5;0;5;3;1;1;7;2;0;6;0;1;0;1;35;0;1;0;1;0;0;0;4;0;6;0;3;5;11;0;0;0;12;1;5;1;4;2;33;0;4;0;0;4;2;0;3;0;0;0;2;11;5;5;7;0;1;1;0;0;0;0;0;0
Cremona, Felice Cavallotti, 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cremona, Palosca n. 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Casaletto Vaprio, Maggiore, 7;1;0;0;0;0;1;1;0;0;1;0;1;0;0;5;0;0;2;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;1;1;4;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0
Cremona, Sesto 39;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;4;1;1;0;0;0;13;0;2;1;0;2;0;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
